Area,Year,Real GDP (Millions),Real GDP Quality Index,Current-Dollar GDP (Millions),Per Capita Personal Income,PCEPI,PCEPI2012,Real Per Capita Personal Income,Type
California,2003,1789998.5,84.71,1497918.7,35272.0,82.39758333333333,100.0,42807.08070928456,State
Colorado,2003,237782.3,85.897,196126.5,34856.0,82.39758333333333,100.0,42302.21153330751,State
Connecticut,2003,219186.0,90.982,178702.2,44997.0,82.39758333333333,100.0,54609.611325574886,State
Delaware,2003,57300.0,91.894,47686.1,38065.0,82.39758333333333,100.0,46196.743229726606,State
District of Columbia,2003,92921.0,82.849,73957.1,46011.0,82.39758333333333,100.0,55840.22994201894,State
Florida,2003,722374.5,92.785,590483.1,31785.0,82.39758333333333,100.0,38575.16047699619,State
Georgia,2003,411685.6,91.942,342576.2,30896.0,82.39758333333333,100.0,37496.24533891063,State
Hawaii,2003,59978.8,83.414,48166.1,32467.0,82.39758333333333,100.0,39402.8546549201,State
Idaho,2003,48593.7,83.317,40490.6,26728.0,82.39758333333333,100.0,32437.844556525222,State
Illinois,2003,658317.3,90.627,533022.5,35212.0,82.39758333333333,100.0,42734.26303967248,State
Indiana,2003,277151.6,92.226,225442.7,29521.0,82.39758333333333,100.0,35827.50707696727,State
Iowa,2003,128962.3,81.345,105123.3,29383.0,82.39758333333333,100.0,35660.0264368595,State
Kansas,2003,118192.5,83.341,95359.9,30074.0,82.39758333333333,100.0,36498.64326522522,State
Kentucky,2003,159990.8,89.81,127982.2,26687.0,82.39758333333333,100.0,32388.08581562364,State
Louisiana,2003,221774.4,94.218,155092.4,27022.0,82.39758333333333,100.0,32794.65113762439,State
Maine,2003,52209.8,97.262,42315.2,30805.0,82.39758333333333,100.0,37385.80520666565,State
Maryland,2003,278332.0,83.703,228959.3,39394.0,82.39758333333333,100.0,47809.65461163404,State
Massachusetts,2003,369007.4,83.313,311188.6,40267.0,82.39758333333333,100.0,48869.15170448972,State
Michigan,2003,443652.2,104.959,374174.2,31279.0,82.39758333333333,100.0,37961.06479660104,State
Minnesota,2003,264165.9,88.549,215721.8,35293.0,82.39758333333333,100.0,42832.566893648785,State
Mississippi,2003,92354.7,91.942,73961.9,24064.0,82.39758333333333,100.0,29204.74002574914,State
Missouri,2003,252677.3,93.055,205588.5,30085.0,82.39758333333333,100.0,36511.99317132076,State
Montana,2003,33810.5,79.853,25714.9,26125.0,82.39758333333333,100.0,31706.02697692388,State
Nebraska,2003,83773.3,81.55,66402.1,32348.0,82.39758333333333,100.0,39258.43294352282,State
Nevada,2003,115275.4,89.145,90633.6,33121.0,82.39758333333333,100.0,40196.567253691705,State
New Hampshire,2003,61892.7,90.357,51637.6,37371.0,82.39758333333333,100.0,45354.485517880275,State
New Jersey,2003,494703.5,95.651,400984.7,41198.0,82.39758333333333,100.0,49999.03921130373,State
New Mexico,2003,76767.5,87.31,62651.1,26097.0,82.39758333333333,100.0,31672.04539777158,State
New York,2003,1110613.1,83.616,912474.6,37576.0,82.39758333333333,100.0,45603.2792223882,State
North Carolina,2003,373987.6,84.024,310388.9,28715.0,82.39758333333333,100.0,34849.32304851174,State
North Dakota,2003,27870.4,53.77,22061.1,29678.0,82.39758333333333,100.0,36018.04664578553,State
Ohio,2003,519939.4,95.272,423780.2,30509.0,82.39758333333333,100.0,37026.57136991275,State
Oklahoma,2003,133417.2,76.293,105713.5,27198.0,82.39758333333333,100.0,33008.24963515314,State
Oregon,2003,144802.8,82.929,126671.5,29526.0,82.39758333333333,100.0,35833.575216101606,State
Pennsylvania,2003,568242.4,87.702,460270.6,33170.0,82.39758333333333,100.0,40256.03501720823,State
Rhode Island,2003,48571.1,94.161,39638.0,34301.0,82.39758333333333,100.0,41628.64808939583,State
South Carolina,2003,161269.3,90.796,131566.5,26832.0,82.39758333333333,100.0,32564.061850519483,State
South Dakota,2003,32979.1,75.121,27216.1,29972.0,82.39758333333333,100.0,36374.85322688469,State
Tennessee,2003,248993.8,86.957,205126.4,29098.0,82.39758333333333,100.0,35314.142506202144,State
Texas,2003,1050609.4,73.925,833342.3,30224.0,82.39758333333333,100.0,36680.6874392554,State
Utah,2003,97017.3,74.91,78945.4,25792.0,82.39758333333333,100.0,31301.888910576865,State
Vermont,2003,25464.9,87.086,21293.2,32338.0,82.39758333333333,100.0,39246.29666525414,State
Virginia,2003,377723.8,84.696,311665.7,36188.0,82.39758333333333,100.0,43918.76379869556,State
Washington,2003,312556.4,78.036,255370.2,34253.0,82.39758333333333,100.0,41570.39395370617,State
West Virginia,2003,63145.5,89.795,47039.9,24823.0,82.39758333333333,100.0,30125.883546341873,State
Wisconsin,2003,247766.1,89.412,203339.2,32148.0,82.39758333333333,100.0,39015.707378149236,State
Wyoming,2003,30673.2,78.942,21193.6,33686.0,82.39758333333333,100.0,40882.266975872066,State
Alabama,2004,176625.0,93.331,147715.2,28434.0,84.44275,100.0,33672.517770915794,State
Alaska,2004,44055.0,75.587,35302.4,37016.0,84.44275,100.0,43835.61643835616,State
Arizona,2004,244317.3,90.008,206541.1,30221.0,84.44275,100.0,35788.74444520104,State
Arkansas,2004,101733.6,93.771,85199.6,27059.0,84.44275,100.0,32044.19562366218,State
California,2004,1850904.5,87.592,1588177.4,37070.0,84.44275,100.0,43899.565089957396,State
Colorado,2004,240747.6,86.968,204167.2,35819.0,84.44275,100.0,42418.08799452884,State
Connecticut,2004,233426.5,96.893,195354.9,47238.0,84.44275,100.0,55940.85933961174,State
Delaware,2004,60069.9,96.336,51353.7,38974.0,84.44275,100.0,46154.34717604531,State
District of Columbia,2004,97463.5,86.899,80140.1,50088.0,84.44275,100.0,59315.927063010146,State
Florida,2004,769140.5,98.792,646630.6,33778.0,84.44275,100.0,40001.06581086002,State
Georgia,2004,428555.2,95.71,364782.0,32034.0,84.44275,100.0,37935.76121099798,State
Hawaii,2004,63318.1,88.058,52353.5,34277.0,84.44275,100.0,40591.99872102697,State
Idaho,2004,51815.1,88.84,44327.9,28317.0,84.44275,100.0,33533.962359113124,State
Illinois,2004,676805.9,93.173,563060.8,36519.0,84.44275,100.0,43247.05199676704,State
Indiana,2004,287655.9,95.721,239743.6,30791.0,84.44275,100.0,36463.757989880716,State
Iowa,2004,139978.1,88.293,117188.5,31704.0,84.44275,100.0,37544.963895657114,State
Kansas,2004,119391.6,84.186,99083.0,30843.0,84.44275,100.0,36525.33817290413,State
Kentucky,2004,164650.2,92.425,135529.3,28087.0,84.44275,100.0,33261.58847266343,State
Louisiana,2004,232712.8,98.865,171006.1,28065.0,84.44275,100.0,33235.53531830737,State
Maine,2004,54256.0,101.074,45210.0,32211.0,84.44275,100.0,38145.370680135355,State
Maryland,2004,290284.6,87.297,245124.5,41641.0,84.44275,100.0,49312.700024572856,State
Massachusetts,2004,379086.1,85.589,326737.1,42407.0,84.44275,100.0,50219.823489879236,State
Michigan,2004,448888.3,106.198,385621.1,32168.0,84.44275,100.0,38094.448605712154,State
Minnesota,2004,275560.1,92.368,231267.1,37211.0,84.44275,100.0,44066.54212469395,State
Mississippi,2004,94482.6,94.061,77998.0,25306.0,84.44275,100.0,29968.23291519994,State
Missouri,2004,259741.4,95.657,217084.2,31510.0,84.44275,100.0,37315.22244360824,State
Montana,2004,35528.6,83.911,28160.5,28131.0,84.44275,100.0,33313.69478137555,State
Nebraska,2004,85987.1,83.705,70469.2,33627.0,84.44275,100.0,39822.24643323435,State
Nevada,2004,127325.6,98.463,103231.0,35232.0,84.44275,100.0,41722.94246693765,State
New Hampshire,2004,64408.6,94.03,54918.2,39434.0,84.44275,100.0,46699.094948944694,State
New Jersey,2004,498245.2,96.336,414848.6,42876.0,84.44275,100.0,50775.22937137883,State
New Mexico,2004,83038.7,94.442,69956.6,27399.0,84.44275,100.0,32446.83528189217,State
New York,2004,1144125.1,86.139,967151.9,39329.0,84.44275,100.0,46574.75034860897,State
North Carolina,2004,389210.1,87.444,329878.9,30635.0,84.44275,100.0,36279.01744081049,State
North Dakota,2004,28284.1,54.568,23259.0,30107.0,84.44275,100.0,35653.7417362651,State
Ohio,2004,534064.6,97.861,446225.3,31660.0,84.44275,100.0,37492.857586945,State
Oklahoma,2004,138096.8,78.969,113873.8,29264.0,84.44275,100.0,34655.432230712526,State
Oregon,2004,152001.1,87.051,135646.8,30996.0,84.44275,100.0,36706.526019107616,State
Pennsylvania,2004,584328.3,90.184,487306.1,34984.0,84.44275,100.0,41429.252363287545,State
Rhode Island,2004,50513.8,97.927,42363.9,35927.0,84.44275,100.0,42545.9852977313,State
South Carolina,2004,164083.4,92.38,136982.0,27986.0,84.44275,100.0,33141.98080948334,State
South Dakota,2004,34269.6,78.06,29271.3,32025.0,84.44275,100.0,37925.10310239778,State
Tennessee,2004,260553.5,90.994,219327.9,30472.0,84.44275,100.0,36085.987251717874,State
Texas,2004,1109477.0,78.067,913444.4,31195.0,84.44275,100.0,36942.18864260105,State
Utah,2004,102846.7,79.411,86081.9,27018.0,84.44275,100.0,31995.642017816805,State
Vermont,2004,26855.2,91.84,22938.2,34087.0,84.44275,100.0,40366.99420613374,State
Virginia,2004,392941.3,88.109,332115.1,38139.0,84.44275,100.0,45165.511544804016,State
Washington,2004,319848.9,79.856,268378.3,36378.0,84.44275,100.0,43080.074962030485,State
West Virginia,2004,64159.8,91.237,49741.4,25687.0,84.44275,100.0,30419.42617927531,State
Wisconsin,2004,256167.4,92.443,215537.1,33424.0,84.44275,100.0,39581.84687258527,State
Wyoming,2004,31695.7,81.573,23429.4,36065.0,84.44275,100.0,42709.40962960112,State
Alabama,2005,184369.5,97.423,158846.8,29949.0,86.87583333333333,100.0,34473.3383852433,State
Alaska,2005,45657.1,78.336,40356.6,39075.0,86.87583333333333,100.0,44977.98582267796,State
Arizona,2005,262326.0,96.642,227915.9,32327.0,86.87583333333333,100.0,37210.57831579553,State
Arkansas,2005,105980.0,97.685,90887.7,28227.0,86.87583333333333,100.0,32491.199125188246,State
California,2005,1926842.1,91.186,1698560.4,38932.0,86.87583333333333,100.0,44813.38308505434,State
Colorado,2005,251558.4,90.873,220783.7,37797.0,86.87583333333333,100.0,43506.92079692281,State
Connecticut,2005,238549.5,99.019,205214.6,49738.0,86.87583333333333,100.0,57251.82492254271,State
Delaware,2005,59335.1,95.157,52153.5,39370.0,86.87583333333333,100.0,45317.55091078263,State
District of Columbia,2005,99480.7,88.698,84867.6,52947.0,86.87583333333333,100.0,60945.60244026436,State
Florida,2005,815755.8,104.78,705851.9,35999.0,86.87583333333333,100.0,41437.300361627225,State
Georgia,2005,447152.9,99.863,389537.7,33445.0,86.87583333333333,100.0,38497.472446307474,State
Hawaii,2005,67123.9,93.35,57369.4,36375.0,86.87583333333333,100.0,41870.10196544877,State
Idaho,2005,56043.0,96.089,48642.8,29392.0,86.87583333333333,100.0,33832.193456177876,State
Illinois,2005,687706.6,94.673,589811.8,37975.0,86.87583333333333,100.0,43711.81091788088,State
Indiana,2005,290328.2,96.611,248170.5,31566.0,86.87583333333333,100.0,36334.61549529501,State
Iowa,2005,144577.3,91.194,123190.9,32621.0,86.87583333333333,100.0,37548.992335804935,State
Kansas,2005,123949.8,87.4,105526.3,32545.0,86.87583333333333,100.0,37461.511160564405,State
Kentucky,2005,171180.3,96.091,145011.1,29241.0,86.87583333333333,100.0,33658.382173792095,State
Louisiana,2005,247773.2,105.263,199594.7,30139.0,86.87583333333333,100.0,34692.041323344616,State
Maine,2005,54926.9,102.323,47078.5,32925.0,86.87583333333333,100.0,37898.91703676703,State
Maryland,2005,301660.6,90.719,262100.0,43515.0,86.87583333333333,100.0,50088.72816567707,State
Massachusetts,2005,386803.5,87.331,341993.2,44371.0,86.87583333333333,100.0,51074.04245522825,State
Michigan,2005,457137.7,108.149,400268.9,32946.0,86.87583333333333,100.0,37923.089466767706,State
Minnesota,2005,284636.9,95.411,245380.5,38065.0,86.87583333333333,100.0,43815.40704645519,State
Mississippi,2005,96820.7,96.388,82448.5,26835.0,86.87583333333333,100.0,30888.91233657231,State
Missouri,2005,265735.1,97.864,227971.3,32467.0,86.87583333333333,100.0,37371.72784913334,State
Montana,2005,37373.9,88.269,30875.8,30074.0,86.87583333333333,100.0,34617.22189715206,State
Nebraska,2005,89309.1,86.939,74564.5,34666.0,86.87583333333333,100.0,39902.926590632225,State
Nevada,2005,137508.8,106.338,116166.2,38109.0,86.87583333333333,100.0,43866.054042647076,State
New Hampshire,2005,65034.4,94.943,56952.6,40619.0,86.87583333333333,100.0,46755.23496177495,State
New Jersey,2005,507894.7,98.202,435736.7,44467.0,86.87583333333333,100.0,51184.544992374176,State
New Mexico,2005,84034.4,95.575,73911.4,28858.0,86.87583333333333,100.0,33217.523093303666,State
New York,2005,1168891.1,88.003,1016037.5,40884.0,86.87583333333333,100.0,47060.268007021514,State
North Carolina,2005,409003.9,91.891,355469.7,32345.0,86.87583333333333,100.0,37231.297541510394,State
North Dakota,2005,29345.2,56.615,24700.0,31967.0,86.87583333333333,100.0,36796.1938014983,State
Ohio,2005,545968.7,100.042,468891.6,32607.0,86.87583333333333,100.0,37532.87738247115,State
Oklahoma,2005,143471.1,82.042,125081.6,31856.0,86.87583333333333,100.0,36668.42524292333,State
Oregon,2005,158163.4,90.58,143507.8,32296.0,86.87583333333333,100.0,37174.895204842156,State
Pennsylvania,2005,594855.1,91.809,511731.4,36410.0,86.87583333333333,100.0,41910.389348783225,State
Rhode Island,2005,51369.7,99.586,44374.1,36984.0,86.87583333333333,100.0,42571.102435468245,State
South Carolina,2005,169488.5,95.423,145403.6,29285.0,86.87583333333333,100.0,33709.02916998399,State
South Dakota,2005,35842.2,81.642,30997.4,33788.0,86.87583333333333,100.0,38892.2888029851,State
Tennessee,2005,268391.7,93.731,231633.5,31548.0,86.87583333333333,100.0,36313.896269580146,State
Texas,2005,1141373.7,80.312,995252.4,33276.0,86.87583333333333,100.0,38302.94193820683,State
Utah,2005,110046.4,84.97,95355.1,28927.0,86.87583333333333,100.0,33296.9467918773,State
Vermont,2005,26995.6,92.32,23608.6,34878.0,86.87583333333333,100.0,40146.953026829484,State
Virginia,2005,412084.6,92.401,358069.7,40167.0,86.87583333333333,100.0,46234.95218271288,State
Washington,2005,340428.0,84.994,293676.0,37384.0,86.87583333333333,100.0,43031.529673576275,State
West Virginia,2005,65678.4,93.396,53492.5,26981.0,86.87583333333333,100.0,31056.96827848174,State
Wisconsin,2005,263698.6,95.161,227297.0,34447.0,86.87583333333333,100.0,39650.84267776808,State
Wyoming,2005,33484.0,86.176,27576.3,39385.0,86.87583333333333,100.0,45334.81693221168,State
Alabama,2006,187270.8,98.957,166469.0,31474.0,89.32233333333333,100.0,35236.42836617942,State
Alaska,2006,49190.2,84.398,45094.1,41157.0,89.32233333333333,100.0,46076.94231006056,State
Arizona,2006,274179.4,101.009,245957.0,34703.0,89.32233333333333,100.0,38851.42573525845,State
Arkansas,2006,108460.6,99.971,95875.1,29617.0,89.32233333333333,100.0,33157.44102818631,State
California,2006,2002437.4,94.763,1812210.0,41746.0,89.32233333333333,100.0,46736.35186422209,State
Colorado,2006,257430.2,92.994,232646.7,40137.0,89.32233333333333,100.0,44935.01065429699,State
Connecticut,2006,248233.8,103.039,219768.4,53696.0,89.32233333333333,100.0,60114.864890079756,State
Delaware,2006,60624.3,97.225,55174.4,41053.0,89.32233333333333,100.0,45960.51006280624,State
District of Columbia,2006,99805.5,88.987,88125.0,55805.0,89.32233333333333,100.0,62475.976519496806,State
Florida,2006,839963.8,107.889,750523.8,38386.0,89.32233333333333,100.0,42974.694645236166,State
Georgia,2006,453032.1,101.176,406015.6,34791.0,89.32233333333333,100.0,38949.94532908903,State
Hawaii,2006,68759.3,95.625,60846.5,38480.0,89.32233333333333,100.0,43079.931484100656,State
Idaho,2006,57613.7,98.782,51125.8,31476.0,89.32233333333333,100.0,35238.667447857384,State
Illinois,2006,704827.6,97.03,624242.9,40365.0,89.32233333333333,100.0,45190.26596558531,State
Indiana,2006,296112.7,98.535,259602.8,33123.0,89.32233333333333,100.0,37082.55120966388,State
Iowa,2006,146555.3,92.442,127896.3,34448.0,89.32233333333333,100.0,38565.94282131755,State
Kansas,2006,130364.5,91.924,114091.9,35690.0,89.32233333333333,100.0,39956.412543335566,State
Kentucky,2006,175657.7,98.604,153408.4,30660.0,89.32233333333333,100.0,34325.12212324652,State
Louisiana,2006,245500.2,104.297,207773.8,33850.0,89.32233333333333,100.0,37896.45739960518,State
Maine,2006,55448.4,103.295,49045.4,34451.0,89.32233333333333,100.0,38569.3014438345,State
Maryland,2006,305794.1,91.962,274145.3,45576.0,89.32233333333333,100.0,51024.19327753044,State
Massachusetts,2006,395535.8,89.302,359270.0,47750.0,89.32233333333333,100.0,53458.07506148145,State
Michigan,2006,449853.5,106.426,401869.0,33812.0,89.32233333333333,100.0,37853.91484772378,State
Minnesota,2006,284382.0,95.325,252295.9,39667.0,89.32233333333333,100.0,44408.82645997455,State
Mississippi,2006,99005.8,98.564,87099.5,27981.0,89.32233333333333,100.0,31325.872215608637,State
Missouri,2006,267221.1,98.411,236386.0,34119.0,89.32233333333333,100.0,38197.613885291845,State
Montana,2006,38577.6,91.112,33166.1,32193.0,89.32233333333333,100.0,36041.378229408845,State
Nebraska,2006,91832.7,89.396,78813.8,36019.0,89.32233333333333,100.0,40324.74147936126,State
Nevada,2006,142967.1,110.559,125848.3,39767.0,89.32233333333333,100.0,44520.78054387294,State
New Hampshire,2006,66628.2,97.27,60017.0,43153.0,89.32233333333333,100.0,48311.545824672445,State
New Jersey,2006,516681.4,99.901,457593.1,47695.0,89.32233333333333,100.0,53396.50031533733,State
New Mexico,2006,86058.4,97.877,77610.4,30597.0,89.32233333333333,100.0,34254.59105039053,State
New York,2006,1199276.9,90.291,1075154.6,44128.0,89.32233333333333,100.0,49403.09814268175,State
North Carolina,2006,434209.2,97.554,387525.0,34385.0,89.32233333333333,100.0,38495.41174846156,State
North Dakota,2006,30590.1,59.017,26500.7,33357.0,89.32233333333333,100.0,37344.52376598611,State
Ohio,2006,545504.1,99.957,482738.1,34214.0,89.32233333333333,100.0,38303.97026499531,State
Oklahoma,2006,152857.7,87.41,137436.5,34854.0,89.32233333333333,100.0,39020.476401945016,State
Oregon,2006,166107.2,95.13,153593.1,34716.0,89.32233333333333,100.0,38865.979766165234,State
Pennsylvania,2006,597219.2,92.174,531274.1,38109.0,89.32233333333333,100.0,42664.581832837626,State
Rhode Island,2006,52899.6,102.552,47204.4,39028.0,89.32233333333333,100.0,43693.43986386384,State
South Carolina,2006,173370.9,97.609,153647.7,30984.0,89.32233333333333,100.0,34687.853355077306,State
South Dakota,2006,36350.8,82.801,32364.5,35299.0,89.32233333333333,100.0,39518.67207529285,State
Tennessee,2006,274879.2,95.997,243583.9,33065.0,89.32233333333333,100.0,37017.61784100281,State
Texas,2006,1228547.3,86.446,1103197.6,35630.0,89.32233333333333,100.0,39889.24009299653,State
Utah,2006,118482.3,91.483,106537.3,31327.0,89.32233333333333,100.0,35071.85586284878,State
Vermont,2006,27128.8,92.776,24331.5,37008.0,89.32233333333333,100.0,41431.96736911635,State
Virginia,2006,419870.6,94.147,376235.7,42385.0,89.32233333333333,100.0,47451.7384603328,State
Washington,2006,353263.5,88.199,314265.2,40027.0,89.32233333333333,100.0,44811.861162008754,State
West Virginia,2006,66861.4,95.079,57010.0,28704.0,89.32233333333333,100.0,32135.300242194,State
